id,race,decile_score,score_text,two_year_recid,LB,UB,LB_geo,UB_geo,flag_min,flag_max
4139,African-American,8,High,1,-0.56543914709052,5.6204438610434,-0.524797451637216,4.2536577079922,1,1
5759,African-American,8,High,0,-1.54752957772897,0.576207368755776,-1.49655580241845,0.640376875889304,1,1
3112,African-American,8,High,0,-1.67617000317684,-0.511662287663318,-1.69348890313088,-0.701774947533865,1,1
7942,African-American,8,High,1,0.0878835969910121,1.59617578877427,0.104006986419802,1.81806971477936,1,1
8434,African-American,8,High,1,-1.67608336392104,-0.511650543899305,-1.69349568715578,-0.701519935440151,1,1
3323,African-American,8,High,1,0.0814297807918289,1.5472846897889,0.100258582309697,1.62871363819435,1,1
8154,African-American,8,High,0,-1.54844547039382,1.57034685332244,-1.75092158791407,1.49321138193498,1,1
6650,African-American,8,High,1,-2.06529429943159,0.506285988774362,-2.30994223859312,0.540305569430956,1,1
5627,African-American,8,High,1,0.329812735941509,1.44760337966456,0.509404031570437,1.35425697405475,1,1
10356,Hispanic,8,High,1,-1.20324416919785,1.46073837856771,-1.16067506539834,1.56673784766628,1,1
2448,African-American,8,High,1,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
2859,Caucasian,8,High,1,0.33136417027025,1.44763365497537,0.511647302936443,1.35376840357231,1,1
310,African-American,8,High,0,-1.92639465871685,0.119400149107779,-2.38362500159932,0.139688186134296,1,1
9225,African-American,8,High,1,-0.229765420045199,3.55931668312554,-0.213916736034471,2.86994960699997,1,1
6196,African-American,8,High,1,-1.47658576738059,9.53305129888056,-1.65048369805163,6.95141921566388,1,1
8282,Hispanic,8,High,1,-3.47446818123957,7.47499208621042,-3.37581198897285,4.88123024372405,1,1
597,African-American,8,High,1,0.1939713769475,2.11993199280265,0.211949106666158,2.4795371886479,1,1
8147,African-American,8,High,1,-0.568223454673024,5.62089128419697,-0.526934098455183,4.25394908943215,1,1
6426,Other,8,High,1,0.0814297807918289,1.5472846897889,0.100258582309697,1.62871363819435,1,1
7497,African-American,8,High,1,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
7205,Caucasian,8,High,1,-1.80554471556026,0.119933140316723,-1.97335728918412,0.140294159597173,1,1
4672,Caucasian,8,High,1,0.00731129419238863,1.62578801900536,0.00687859871204307,1.46813958362247,1,1
10697,Caucasian,8,High,1,-1.85543831224504,1.51371039007648,-1.75935487949639,1.68011378206563,1,1
9542,African-American,8,High,1,-1.00857782950661,3.39770596516573,-1.14388267180409,2.93843152541344,1,1
1048,African-American,8,High,1,0.172766754541429,1.5362156722353,0.165035538233613,1.41978016078991,1,1
4476,African-American,8,High,1,-1.48259542702135,1.49241705279059,-1.23182436999349,1.67591995768538,1,1
7756,Other,8,High,1,-1.31868609771567,1.75175383065695,-1.36857861651912,1.97601504588344,1,1
9297,African-American,8,High,0,-1.85317555839104,1.4624841514542,-1.75860771136222,1.68585640009164,1,1
6497,African-American,8,High,1,0.059659113006147,1.5773649431883,0.0678659621533109,1.63660687315556,1,1
4979,African-American,8,High,1,0.326149025623792,1.47225088553035,0.349467718446891,1.43734659178456,1,1
7427,African-American,8,High,0,-0.00542301368544468,2.11970115545952,-0.00610988446747221,2.47942289322649,1,1
8261,African-American,8,High,0,-1.49153969103323,1.57038652427845,-1.64243924249893,1.49323470440881,1,1
8802,African-American,8,High,0,-0.142108941523922,2.11743292878791,-0.163315558359686,2.47803866907571,1,1
6705,Caucasian,8,High,0,-2.12849776902446,-0.486222623130265,-2.45468670481717,-0.574268934117473,1,1
1861,African-American,8,High,1,-1.54584726966911,0.573314205650442,-1.47745200884969,0.63760173566258,1,1
6782,Hispanic,8,High,0,-1.45397361189511,2.08263256878334,-1.53068610881402,2.28998287400011,1,1
3391,African-American,8,High,1,-0.387621208526572,3.55952717648553,-0.439741959306793,2.86994870844369,1,1
6219,African-American,8,High,0,0.0855179201720772,1.4457696110527,0.12100694464106,1.35729746239973,1,1
1254,African-American,8,High,0,-1.4745356037087,9.47454732505528,-1.43266017557009,6.18649975056418,1,1
8807,Hispanic,8,High,0,-2.08103640198615,2.52648856299277,-2.1469280655184,2.20173607810926,1,1
4311,African-American,8,High,1,-1.47535604898126,9.4747511767819,-1.43341649785529,6.18647496852897,1,1
9110,African-American,8,High,1,-1.85543831224504,1.51371039007648,-1.75935487949639,1.68011378206563,1,1
3137,Caucasian,8,High,0,-1.41176331698022,1.48991025565703,-1.47169532942707,1.47136791861772,1,1
10621,Other,8,High,1,0.0649680403937418,2.50596109759346,0.068093651711229,2.67463058460634,1,1
1672,African-American,8,High,0,-1.78882660682855,1.39944445292797,-2.07950783745695,1.26627474866034,1,1
3891,African-American,8,High,1,-1.78882660682855,1.39944445292797,-2.07950783745695,1.26627474866034,1,1
3384,Caucasian,8,High,0,-2.23786107706218,3.63408890910069,-2.44320410327089,2.99017226024747,1,1
9443,African-American,8,High,1,-0.555949737665538,5.62041765175902,-0.517286359158695,4.25370216062789,1,1
688,African-American,8,High,1,-0.00542301368544468,2.11970115545952,-0.00610988446747221,2.47942289322649,1,1
5389,African-American,8,High,0,-2.0814852831631,2.52596454846891,-2.14716137725391,2.20152172692119,1,1
10580,Caucasian,8,High,0,-2.08174415556689,2.52650962967227,-2.14739334077925,2.20176097920073,1,1
1688,African-American,8,High,1,-0.0672718710185484,2.50613911415401,-0.0752117656070049,2.67473646767628,1,1
7807,Caucasian,8,High,1,0.329397672800877,1.45942372352099,0.508782976014758,1.57768602178512,1,1
4660,African-American,8,High,0,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
2131,African-American,8,High,0,-1.67608336392104,-0.511650543899305,-1.69349568715578,-0.701519935440151,1,1
7495,Caucasian,8,High,0,-1.48228018407888,1.56575866969237,-1.23323897438633,1.63454438209022,1,1
4083,Other,8,High,0,-1.00890594183894,3.39772625824008,-1.14587448581787,2.93812251508484,1,1
6048,African-American,8,High,0,0.32925536758952,1.50142381428288,0.508589274413972,1.59438935715524,1,1
8959,Other,8,High,1,-0.568164227516028,5.62064312930801,-0.526894627439351,4.25382065019903,1,1
3170,African-American,8,High,1,-2.1440509467613,0.119573634261569,-2.46178478960475,0.139889520229725,1,1
396,African-American,8,High,0,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
10646,African-American,8,High,1,0.32925536758952,1.50142381428288,0.508589274413972,1.59438935715524,1,1
277,African-American,8,High,1,-0.151263188215892,1.54574797984701,-0.166798598955266,1.48178551822336,1,1
6260,Caucasian,8,High,1,-1.54585950404668,0.576185008280811,-1.47862774173937,0.640384378361942,1,1
9626,African-American,8,High,1,-1.47463031892451,9.47781718093059,-1.43281859252394,6.18683604630279,1,1
9094,African-American,8,High,1,-1.63934860778692,3.55926921105574,-1.57656765843643,2.86993599226718,1,1
2883,African-American,8,High,1,0.331464708966186,1.44643620820841,0.51171010949692,1.50374427519776,1,1
7688,African-American,8,High,0,-1.67614646549831,-0.509603551043793,-1.69359480505832,-0.699394357971676,1,1
9262,African-American,8,High,0,-1.54809144379627,0.576491657883828,-1.47633861217385,0.64073188259165,1,1
800,African-American,8,High,1,-3.48222598937659,-0.539878101877828,-2.89735273637915,-0.623108152377398,1,1
1463,African-American,8,High,1,0.0855179201720772,1.4457696110527,0.12100694464106,1.35729746239973,1,1
1318,African-American,8,High,1,0.329831579635845,1.4460321630702,0.509459925934625,1.41659627338283,1,1
4033,African-American,8,High,0,-1.8058221967622,0.119798001817634,-1.97319616002127,0.140129794445102,1,1
9566,Caucasian,8,High,1,-1.93583183524124,0.576262584869359,-2.02837676494382,0.640538789244812,1,1
3618,Caucasian,8,High,1,0.329481176032458,1.44574005911085,0.508905269645764,1.38472755121048,1,1
6652,African-American,8,High,1,0.193999957383305,2.11983115160345,0.211992402510575,2.47961582679158,1,1
5224,African-American,8,High,1,-1.93569911517015,0.505676397497994,-2.02835144623866,0.539729736500961,1,1
7116,African-American,8,High,0,0.32925536758952,1.50142381428288,0.508589274413972,1.59438935715524,1,1
8114,African-American,8,High,1,-1.47490040218849,9.47801744102207,-1.43309380036208,6.18693740312268,1,1
223,African-American,8,High,1,-1.3904445798778,9.53339381360685,-1.10392707801499,6.9512073650866,1,1
6884,Caucasian,8,High,0,-1.67569966010339,-0.400813830937088,-1.69436601984979,-0.494054388209818,1,1
10982,Caucasian,8,High,0,-1.93569911517015,0.505676397497994,-2.02835144623866,0.539729736500961,1,1
8583,African-American,8,High,1,-0.56818116305425,5.61886432472893,-0.52692192159391,4.25364786840212,1,1
4377,African-American,8,High,1,-1.45458709288072,2.08285904575323,-1.53136920693331,2.29015461542648,1,1
1305,African-American,8,High,0,0.0855179201720772,1.4457696110527,0.12100694464106,1.35729746239973,1,1
9550,African-American,8,High,1,-1.48445733906252,1.5261870953233,-1.23169463607938,1.66973234405174,1,1
6961,African-American,8,High,1,-1.85845254995126,-0.650894674893809,-1.95677984719895,-0.818508329168943,1,1
7796,African-American,8,High,1,-1.19481260187056,1.42235945606056,-1.1668638063332,1.55837612263745,1,1
7710,Caucasian,8,High,1,-1.45458709288072,2.08285904575323,-1.53136920693331,2.29015461542648,1,1
5554,African-American,8,High,0,-0.00558001370478073,2.1198408363548,-0.00628681098466845,2.47965657814993,1,1
2476,African-American,8,High,1,-0.567692341759959,5.62068307886979,-0.526529477299589,4.25388744430667,1,1
10289,Caucasian,8,High,1,-1.67819175237344,-0.510092679383075,-1.69422123763034,-0.699911760423839,1,1
10292,African-American,8,High,0,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
10129,African-American,8,High,1,0.0650398082526554,2.50625028630609,0.0681589598163334,2.67468696663311,1,1
6665,African-American,8,High,0,-1.01243135022491,3.39824988806868,-1.15000489059069,2.93924268254806,1,1
6032,African-American,8,High,0,-2.06529429943159,0.506285988774362,-2.30994223859312,0.540305569430956,1,1
430,African-American,8,High,1,-1.83395658020396,0.575804842863997,-2.01123507352125,0.640068978454048,1,1
9018,African-American,8,High,0,-1.46185649853193,9.47525783428537,-1.42325950128326,6.18667745020261,1,1
1065,African-American,8,High,1,-0.568073380338812,5.62062685816458,-0.526812396315104,4.25394738922645,1,1
3749,African-American,8,High,1,-1.54598334417899,0.56421863851574,-1.47773751191311,0.629420520882797,1,1
6326,Caucasian,8,High,1,-1.00761706761184,3.39936256800808,-1.14446421458807,2.93859778417527,1,1
2543,African-American,8,High,0,-1.3929436883441,9.5352795942189,-1.10452753877029,6.95168387883039,1,1
1103,African-American,8,High,0,-1.48825373919018,1.39784097001652,-1.6826468427723,1.20941078956636,1,1
6107,Caucasian,8,High,0,-2.04918037020093,0.506224645891431,-2.31871273883878,0.540251130176396,1,1
687,Other,8,High,1,-2.08160082816839,2.52651095831075,-2.147267914935,2.20169033476074,1,1
7060,African-American,8,High,0,-1.47496001237316,9.47473109992499,-1.43306174142206,6.18648282266894,1,1
5902,African-American,8,High,1,-1.47514779261217,9.47819497333031,-1.4332901778952,6.18687618270534,1,1
178,African-American,8,High,1,-0.568164227516028,5.62064312930801,-0.526894627439351,4.25382065019903,1,1
5153,African-American,8,High,1,-1.3926780477584,9.53380963566491,-1.10422423137867,6.95140167207775,1,1
6075,African-American,8,High,1,-0.568229455601714,5.62062020786869,-0.526949762308378,4.25383022812078,1,1
3909,Caucasian,8,High,1,0.32925536758952,1.50142381428288,0.508589274413972,1.59438935715524,1,1
10888,African-American,8,High,1,0.0738097261450279,2.11983154128382,0.0913321680529187,2.47964230998059,1,1
2070,African-American,8,High,0,-1.29327126622143,1.40697527764631,-1.29590716091285,1.49975963480151,1,1
3406,Caucasian,8,High,1,-1.65299979272976,1.40007630711095,-1.9657843340416,1.21026452208686,1,1
5828,African-American,8,High,1,0.329481176032458,1.44574005911085,0.508905269645764,1.38472755121048,1,1
9163,African-American,8,High,1,-1.39291161042854,9.53552881997798,-1.10448979299185,6.95166728212427,1,1
5207,Caucasian,8,High,1,-1.37106057963596,1.49886736618019,-1.36111287610404,1.6884173304023,1,1
1961,Caucasian,8,High,1,-1.31868609771567,1.75175383065695,-1.36857861651912,1.97601504588344,1,1
1915,African-American,8,High,1,0.331464708966186,1.44643620820841,0.51171010949692,1.50374427519776,1,1
8328,Caucasian,8,High,1,-0.231787782435349,3.55961474197664,-0.215057862561217,2.86995637543955,1,1
142,Caucasian,8,High,1,0.193999957383305,2.11983115160345,0.211992402510575,2.47961582679158,1,1
4839,African-American,8,High,0,-0.2323108603532,3.54731085302012,-0.215561347879126,2.86831685926734,1,1
2893,African-American,8,High,0,0.1939713769475,2.11993199280265,0.211949106666158,2.4795371886479,1,1
4274,African-American,8,High,1,0.193999957383305,2.11983115160345,0.211992402510575,2.47961582679158,1,1
8375,African-American,8,High,1,-1.48476258834331,1.55754909151713,-1.23196289792296,1.66884877721687,1,1
10274,African-American,8,High,1,-1.85834635570276,-0.664183096300594,-1.9569242969937,-0.899879079594904,1,1
9529,African-American,8,High,1,0.331464708966186,1.44643620820841,0.51171010949692,1.50374427519776,1,1
10895,African-American,8,High,1,0.120041956855046,1.66408669805718,0.165573497096229,1.82090283592697,1,1
2170,African-American,8,High,0,-1.48960057680894,1.56981975525249,-1.64092032128025,1.4928508342106,1,1
857,African-American,8,High,1,-1.47485015002788,9.47489844764981,-1.43295200276752,6.18645188411355,1,1
4037,Caucasian,8,High,1,-1.45470230943965,2.08043893597798,-1.53148081822992,2.28811475764202,1,1
10695,Caucasian,8,High,1,0.0837120137969869,1.5218581863683,0.118550685458368,1.60813888052195,1,1
5681,African-American,8,High,1,0.329647624819265,1.52940639716645,0.509002531294369,1.58686975593473,1,1
576,African-American,8,High,1,-1.39288019213011,9.53353333659673,-1.10447463018039,6.9512157212264,1,1
8638,African-American,8,High,1,0.32925536758952,1.50142381428288,0.508589274413972,1.59438935715524,1,1
7312,Caucasian,8,High,1,-0.567692341759959,5.62068307886979,-0.526529477299589,4.25388744430667,1,1
3848,African-American,8,High,1,0.0650398082526554,2.50625028630609,0.0681589598163334,2.67468696663311,1,1
383,Hispanic,8,High,0,-1.6550948470777,1.39770567151328,-1.97368741270842,1.20921536823431,1,1
7890,African-American,8,High,0,-0.0054779389217039,2.11982778909338,-0.00617192286974899,2.47965947463934,1,1
5398,African-American,8,High,0,-1.6550948470777,1.39770567151328,-1.97368741270842,1.20921536823431,1,1
5614,African-American,8,High,1,-1.19459704501335,1.40492785835414,-1.16674904620405,1.50091798292401,1,1
1250,African-American,8,High,1,0.329812735941509,1.44760337966456,0.509404031570437,1.35425697405475,1,1
10219,Caucasian,8,High,1,-1.78882660682855,1.39944445292797,-2.07950783745695,1.26627474866034,1,1
4956,African-American,8,High,0,0.193872764309827,2.11981582679448,0.211851316919358,2.47958226090338,1,1
5388,Caucasian,8,High,1,0.329392675617266,1.44741908895318,0.508744889237141,1.35596365287585,1,1
10184,African-American,8,High,0,-1.75245984962514,0.575736244808574,-1.96888651364712,0.639969012917452,1,1
9666,African-American,8,High,0,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
3203,Caucasian,8,High,0,-2.04918037020093,0.506224645891431,-2.31871273883878,0.540251130176396,1,1
6160,African-American,8,High,1,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
5904,African-American,8,High,1,0.193872764309827,2.11981582679448,0.211851316919358,2.47958226090338,1,1
3571,Caucasian,8,High,1,-1.75212417119336,0.575805987253678,-1.96851233176065,0.640054964873474,1,1
6384,African-American,8,High,1,-0.237577056165898,5.63445890316098,-0.259394818312418,4.63586286200985,1,1
1893,Caucasian,8,High,0,-0.0672718710185484,2.50613911415401,-0.0752117656070049,2.67473646767628,1,1
3178,Caucasian,8,High,1,-0.231699946466781,3.55898084996681,-0.215027160787935,2.87011685326506,1,1
9363,African-American,8,High,1,-1.19484325307575,1.40702586889964,-1.16691469566049,1.49978344343122,1,1
10202,African-American,8,High,1,-1.92483109943199,0.576277604754674,-2.19912920976546,0.640484649408753,1,1
5149,African-American,8,High,1,0.329899258974536,1.56302565935285,0.509375395914316,1.59440105884358,1,1
7429,Caucasian,8,High,1,-1.65299979272976,1.40007630711095,-1.9657843340416,1.21026452208686,1,1
6860,Hispanic,8,High,1,-1.65272592155381,1.39776379225639,-1.96555629920738,1.20920826295029,1,1
2150,African-American,8,High,1,-1.20324416919785,1.46073837856771,-1.16067506539834,1.56673784766628,1,1
913,African-American,8,High,1,-1.29470758326684,1.40510363069397,-1.29716401688049,1.50318245676134,1,1
2571,African-American,8,High,1,-0.567675497065941,5.6207140718411,-0.526519539000274,4.25373153129084,1,1
7913,African-American,8,High,0,0.0814297807918289,1.5472846897889,0.100258582309697,1.62871363819435,1,1
3114,Asian,8,High,1,-1.2289129304799,1.42197399154939,-1.24851859821006,1.52609934989271,1,1
5978,African-American,8,High,0,0.193872764309827,2.11981582679448,0.211851316919358,2.47958226090338,1,1
6546,Hispanic,8,High,0,-1.20324416919785,1.46073837856771,-1.16067506539834,1.56673784766628,1,1
9674,Caucasian,8,High,1,-0.23737767668516,5.63455550344694,-0.259188601032596,4.63594946944127,1,1
4784,African-American,8,High,0,-1.47480421015711,9.47737632242586,-1.43287259672928,6.18682366827643,1,1
3966,African-American,8,High,1,-1.48466738768557,1.48849365520902,-1.23182521954655,1.67985208671807,1,1
2233,Caucasian,8,High,1,-1.45397361189511,2.08263256878334,-1.53068610881402,2.28998287400011,1,1
7210,African-American,8,High,0,-1.80607347453507,0.576341892813548,-1.97357395790837,0.640523273779615,1,1
1329,Caucasian,8,High,1,-2.23786107706218,3.63408890910069,-2.44320410327089,2.99017226024747,1,1
4137,Caucasian,8,High,1,-1.00890594183894,3.39772625824008,-1.14587448581787,2.93812251508484,1,1
5537,African-American,8,High,1,-0.657748423719573,5.63399826835428,-0.892666765056432,4.63570859696448,1,1
9560,Caucasian,8,High,1,0.210945943348979,3.4708254940895,0.245216606933957,3.12520517030518,1,1
10267,African-American,8,High,0,0.120041956855046,1.66408669805718,0.165573497096229,1.82090283592697,1,1
5186,African-American,8,High,0,-1.48460763692352,1.51532519877842,-1.23184004292186,1.66921614569559,1,1
2166,African-American,8,High,1,0.120468556695265,1.68919680678387,0.166003478075164,1.83376722823623,1,1
7698,African-American,8,High,1,-0.232025275975333,3.55753414767329,-0.215283584287619,2.86980899164755,1,1
1505,African-American,8,High,1,-2.08139692699393,2.52596023674073,-2.14715272144577,2.20150583733262,1,1
3899,African-American,8,High,1,0.329899258974536,1.56302565935285,0.509375395914316,1.59440105884358,1,1
2876,African-American,8,High,1,-0.213223894473705,2.50373840246278,-0.275569370423091,2.67367973674981,1,1
5,African-American,8,High,0,-2.23786107706218,3.63408890910069,-2.44320410327089,2.99017226024747,1,1
653,Caucasian,8,High,1,-1.74115818650017,5.62081218263492,-1.7016526848041,4.25400679151668,1,1
4512,African-American,8,High,1,-2.07910587714947,2.52650540866503,-2.14578211852639,2.20174407567776,1,1
5586,African-American,8,High,1,0.1939713769475,2.11993199280265,0.211949106666158,2.4795371886479,1,1
10553,African-American,8,High,1,0.329899258974536,1.56302565935285,0.509375395914316,1.59440105884358,1,1
6766,African-American,8,High,1,-0.568265035383397,5.62050195406222,-0.526989886634508,4.25381358356846,1,1
1290,African-American,8,High,1,-0.56818116305425,5.61886432472893,-0.52692192159391,4.25364786840212,1,1
10897,Caucasian,8,High,0,-1.47490040218849,9.47801744102207,-1.43309380036208,6.18693740312268,1,1
3226,African-American,8,High,0,0.193872764309827,2.11981582679448,0.211851316919358,2.47958226090338,1,1
8995,Caucasian,8,High,0,-1.48469238217935,1.50428625635278,-1.23185301262033,1.67778696301241,1,1
5556,African-American,8,High,1,-0.231931440327671,3.5470996813816,-0.215204137881625,2.8686321701692,1,1
500,African-American,8,High,1,-1.78882660682855,1.39944445292797,-2.07950783745695,1.26627474866034,1,1
4574,Caucasian,8,High,1,0.329647624819265,1.52940639716645,0.509002531294369,1.58686975593473,1,1
4939,African-American,8,High,1,-2.23739078075562,3.63438847040477,-2.44287604061507,2.99028459837297,1,1
1433,African-American,8,High,0,-1.48960057680894,1.56981975525249,-1.64092032128025,1.4928508342106,1,1
5433,African-American,8,High,1,-1.76593063442774,1.56821434856245,-1.59169951122637,1.49458140412776,1,1
7459,African-American,8,High,1,0.193999957383305,2.11983115160345,0.211992402510575,2.47961582679158,1,1
8406,Caucasian,8,High,1,0.329899258974536,1.56302565935285,0.509375395914316,1.59440105884358,1,1
10533,African-American,8,High,1,0.0578445131412518,1.59802565458748,0.0680581542295767,1.8197209069136,1,1
4048,Caucasian,8,High,1,-1.19484325307575,1.40702586889964,-1.16691469566049,1.49978344343122,1,1
4651,African-American,8,High,0,-1.67819175237344,-0.510092679383075,-1.69422123763034,-0.699911760423839,1,1
7481,Caucasian,8,High,1,-2.08139692699393,2.52596023674073,-2.14715272144577,2.20150583733262,1,1
5814,Caucasian,8,High,1,-1.9324583370168,-0.64753730776402,-2.04435985117357,-0.743186921646247,1,1
3831,Caucasian,8,High,1,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
5379,African-American,8,High,0,-0.568247218902411,5.62103017722807,-0.526973722703788,4.25400564609182,1,1
7644,African-American,8,High,0,0.400066472176784,3.39856989022036,0.528073282065985,2.97905151140612,1,1
2933,African-American,8,High,1,0.193999957383305,2.11983115160345,0.211992402510575,2.47961582679158,1,1
2993,Hispanic,8,High,1,-1.61965746882192,9.4777511782325,-1.80255088238021,6.18680186012274,1,1
1624,African-American,8,High,1,0.402377844154476,3.39713587325426,0.531394175854266,2.94525301266011,1,1
4331,African-American,8,High,1,-1.72858513398098,3.55973539222393,-1.48138731541961,2.86993895308694,1,1
6875,Caucasian,8,High,0,-1.48632550084202,1.39965361390828,-1.68140438447818,1.21014242129483,1,1
4897,Caucasian,8,High,1,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
4265,African-American,8,High,0,-1.48259542702135,1.49241705279059,-1.23182436999349,1.67591995768538,1,1
3702,Caucasian,8,High,1,0.118326478701958,1.56479116101407,0.111390448476815,1.4331366853485,1,1
4100,Caucasian,8,High,1,-1.45444181129622,2.08294464284959,-1.53122580329838,2.29022245415516,1,1
5804,African-American,8,High,1,-0.23202760085823,3.55975563063175,-0.215318176721424,2.86994080395269,1,1
9229,African-American,8,High,0,-1.65299979272976,1.40007630711095,-1.9657843340416,1.21026452208686,1,1
6117,African-American,8,High,1,0.33136417027025,1.44763365497537,0.511647302936443,1.35376840357231,1,1
7184,African-American,8,High,1,-1.31868609771567,1.75175383065695,-1.36857861651912,1.97601504588344,1,1
56,African-American,8,High,0,-1.01248674524399,3.39772800187523,-1.1499662703319,2.93962148969833,1,1
9017,Hispanic,8,High,1,-0.657712195666894,5.6344232414869,-0.892582762291919,4.6358591856949,1,1
977,African-American,8,High,0,-1.78660583571247,1.39929080231246,-2.07802171203854,1.26605968932602,1,1
2766,African-American,8,High,1,0.193872764309827,2.11981582679448,0.211851316919358,2.47958226090338,1,1
2671,African-American,8,High,1,-0.568229455601714,5.62062020786869,-0.526949762308378,4.25383022812078,1,1
6207,African-American,8,High,1,-1.85699272743915,-0.662463753336734,-1.957333409774,-0.904697283686043,1,1
9536,African-American,8,High,1,-0.145248578517316,1.51920265896375,-0.190467186746166,1.68101487587046,1,1
2083,African-American,8,High,1,-7.61057725224332,11.6622462815791,-1.04593968102984,2.95346973165688,1,1
864,Hispanic,8,High,0,0.0649680403937418,2.50596109759346,0.068093651711229,2.67463058460634,1,1
3004,African-American,8,High,1,0.329899258974536,1.56302565935285,0.509375395914316,1.59440105884358,1,1
4914,African-American,8,High,1,-0.237332727177146,5.63346538741601,-0.259132116907349,4.63526711325235,1,1
2848,Caucasian,8,High,1,-2.06529429943159,0.506285988774362,-2.30994223859312,0.540305569430956,1,1
1153,Caucasian,8,High,1,-1.76593063442774,1.56821434856245,-1.59169951122637,1.49458140412776,1,1
9984,African-American,8,High,0,-1.93569911517015,0.505676397497994,-2.02835144623866,0.539729736500961,1,1
5669,African-American,8,High,1,0.329856154725257,1.47875248692349,0.509389021249303,1.57636619062825,1,1
7997,African-American,8,High,1,-2.58823637329997,9.47775050026189,-1.99274202871247,6.1870055962485,1,1
3476,African-American,8,High,1,-0.00558001370478073,2.1198408363548,-0.00628681098466845,2.47965657814993,1,1
7293,African-American,8,High,0,-0.568151887372977,5.62056321795566,-0.526849280394137,4.25388333148034,1,1
7689,African-American,8,High,1,0.193872764309827,2.11981582679448,0.211851316919358,2.47958226090338,1,1
2390,African-American,8,High,1,-1.47519048491148,9.4771958614537,-1.43318479816885,6.18679361466566,1,1
10407,African-American,8,High,1,0.118326478701958,1.56479116101407,0.111390448476815,1.4331366853485,1,1
5994,African-American,8,High,1,-1.78882660682855,1.39944445292797,-2.07950783745695,1.26627474866034,1,1
6698,African-American,8,High,1,0.1939713769475,2.11993199280265,0.211949106666158,2.4795371886479,1,1
366,Caucasian,8,High,1,-2.08111490788862,2.52430063520207,-2.14703388552385,2.20096538444107,1,1
5265,African-American,8,High,1,-1.63916372295166,3.55707647108846,-1.57633843606172,2.86966801078275,1,1
7894,African-American,8,High,0,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
7326,African-American,8,High,0,-1.00863319010611,3.39978682991244,-1.14397906348107,2.93875732346732,1,1
6056,Caucasian,8,High,1,0.329856154725257,1.47875248692349,0.509389021249303,1.57636619062825,1,1
4229,Caucasian,8,High,1,-0.655082313380382,5.63358543721265,-0.88927485265283,4.63583795590784,1,1
10844,Caucasian,8,High,1,0.329899258974536,1.56302565935285,0.509375395914316,1.59440105884358,1,1
5996,African-American,8,High,1,0.329899258974536,1.56302565935285,0.509375395914316,1.59440105884358,1,1
6886,African-American,8,High,1,-1.48476258834331,1.55754909151713,-1.23196289792296,1.66884877721687,1,1
